Question,Generated Answer,Correct Answer,Evaluation
"In the context of MITRE ATT&CK, which data source would help detect the usage of legitimate external web services for command and control? (Enterprise Platform)",B,B,Correct
"Given the tactic of Command and Control, which characteristic of web services provides adversaries with additional operational resiliency?",C,C,Correct
Which technique involves adversaries employing system checks to avoid virtualization and analysis environments under MITRE ATT&CK?,C,C,Correct
"Considering MITRE ATT&CK and technique T1633.001, which malware can avoid triggering payload on known Google IPs?",A,B,Incorrect
"In the context of MITRE ATT&CK (Mobile), which malware uses motion sensor data to evade virtualization detection corresponding to T1633.001?",A,C,Incorrect
"To detect the usage of technique T1633.001, which data source and component should application vetting services monitor according to MITRE ATT&CK?",C,C,Correct
Which of the following is NOT a method adversaries use for Virtualization/Sandbox Evasion according to MITRE ATT&CK (ID T1633)?,C,D,Incorrect
"In the context of Virtualization/Sandbox Evasion (ID T1633), what data component is used by Application Vetting to detect this technique according to MITRE ATT&CK?",A,B,Incorrect
"In the context of MITRE ATT&CK, which group has been documented using Twitter and Dropbox for Command and Control (C2) operations?",A,B,Incorrect
Which MITRE ATT&CK technique involves adversaries registering for web services to be used during different stages of an attack lifecycle?,B,B,Correct
Which threat group has used Amazon S3 buckets to host trojanized digital products as per their MITRE ATT&CK profile?,C,C,Correct
Which detection strategy is suggested for identifying adversaries using web services as infrastructure according to MITRE ATT&CK?,C,D,Incorrect
An adversary wants to leverage a device’s camera to capture video recordings. Which MITRE ATT&CK technique would this align with? (ID and Name required),C,C,Correct
"According to the document, which of the following mitigations would help prevent unauthorized access to a device’s camera on the most recent operating systems?",B,B,Correct
Which specific Android permission must an application hold to access the device's camera as per the MITRE ATT&CK T1512 technique?,B,B,Correct
Which of the following malware examples is capable of capturing video recordings from a device's camera?,A,D,Incorrect
"During the application vetting process, which Android permission should be closely scrutinized to detect the potential misuse of the device camera? (ID and Name required)",C,C,Correct
Which of the following procedure examples involved using free trial accounts for server registration?,B,B,Correct
"Which mitigation strategy is recommended for the technique T1583.004, Acquire Infrastructure: Server?",A,A,Correct
Which threat group used Bitcoin to purchase servers according to the procedure examples?,A,C,Incorrect
What is a detection method mentioned for identifying servers provisioned by adversaries according to the technique T1583.004?,A,A,Correct
Which of the following adversaries used the AdjustTokenPrivileges API to gain system-level privilege as part of MITRE ATT&CK technique T1134 (Access Token Manipulation) on the Enterprise platform?,B,A,Incorrect
What is the primary purpose of adversaries modifying access tokens in the context of technique T1134 (Access Token Manipulation) on the Windows platform?,A,A,Correct
Which data source should be monitored for detecting changes to AD settings that may modify access tokens according to the MITRE ATT&CK Access Token Manipulation technique (T1134)?,D,D,Correct
Which Windows API function might an adversary use to create impersonation tokens as described in MITRE ATT&CK technique T1134 (Access Token Manipulation)?,A,D,Incorrect
Which threat group has utilized JuicyPotato to abuse the SeImpersonate token privilege for privilege escalation as documented in MITRE ATT&CK technique T1134?,B,A,Incorrect
What GPO configuration setting can help mitigate the risk of access token manipulation (T1134) on a local system according to MITRE ATT&CK?,B,B,Correct
"Within the MITRE ATT&CK framework targeting the tactic of Resource Development, which adversary group has utilized VPS hosting providers in targeting their victims? (ID: T1583.003 - Acquire Infrastructure: Virtual Private Server)",A,B,Incorrect
"In the context of the technique Acquire Infrastructure: Virtual Private Server, which data source is relevant for detecting the presence of adversary-controlled VPS infrastructure? (ID: T1583.003 - Acquire Infrastructure: Virtual Private Server)",A,B,Incorrect
Why might adversaries prefer to acquire VPSs from cloud service providers with minimal registration information requirements? (ID: T1583.003 - Acquire Infrastructure: Virtual Private Server),C,C,Correct
"Which adversary group has used custom DNS servers to send commands to compromised hosts via TXT records, based on Technique ID T1583.002 in the MITRE ATT&CK framework for Resource Development?",B,B,Correct
"In the context of Technique ID T1583.002 (Acquire Infrastructure: DNS Server) from the MITRE ATT&CK, which of the following mitigation IDs indicates that the technique cannot be easily mitigated with preventive controls and why?",B,B,Correct
Adversaries may acquire domains that can be used during targeting to aid in which of the following activities?,A,A,Correct
Which adversary technique ID pertains to using domains for targeting purposes?,B,A,Incorrect
"Within MITRE ATT&CK, adversaries may acquire domains to create look-alike or spoofed domains to aid in which type of attack?",A,A,Correct
MITRE ATT&CK mentions that domains can be dynamically generated for specific purposes. These purposes can include which of the following?,A,A,Correct
"For monitoring purposes, which data source does MITRE ATT&CK suggest for detecting purchased domains?",A,A,Correct
What mitigative action does MITRE ATT&CK suggest to deter adversaries from creating typosquatting domains?,A,A,Correct
What is a potential advantage for adversaries to acquire infrastructure that blends in with normal traffic?,C,C,Correct
Which data source is suggested for detecting newly acquired domains by adversaries?,B,B,Correct
"What is a primary reason why the technique ""Acquire Infrastructure"" is challenging to mitigate with preventive controls?",B,B,Correct
What technique would you use to detect infrastructure provisioned by adversaries based on SSL/TLS negotiation features?,C,D,Incorrect
"During the 2016 Ukraine Electric Power Attack, which software was trojanized to add a layer of persistence for Industroyer?",A,C,Incorrect
Which of the following groups has modified legitimate binaries and scripts for Pulse Secure VPNs to achieve persistent access?,A,B,Incorrect
"In the context of MITRE ATT&CK, what does Technique ID T1554 specifically involve?",A,B,Incorrect
What type of technique did the threat actor S0595 (ThiefQuest) use to maintain the appearance of normal behavior while maintaining persistent access?,A,C,Incorrect
Which of the following mitigations is recommended for preventing modifications to client software binaries?,C,C,Correct
"Which advanced persistent threat (APT) group has used residential proxies, including Azure Virtual Machines, according to the procedure examples for ID T1586.003 Compromise Accounts: Cloud Accounts?",D,A,Incorrect
What mitigation strategy is identified for technique ID T1586.003 Compromise Accounts: Cloud Accounts in the provided text?,B,C,Incorrect
"Regarding MITRE ATT&CK technique T1586.002 (Compromise Accounts: Email Accounts), which tactic does it belong to?",B,D,Incorrect
Which group has been reported to compromise email accounts to take control of dormant accounts according to MITRE ATT&CK technique T1586.002?,A,C,Incorrect
"Considering MITRE ATT&CK technique T1586.002 (Compromise Accounts: Email Accounts), what is a potential mitigation challenges for this technique listed under Preventive Controls?",C,C,Correct
"Using MITRE ATT&CK for Enterprise, attackers in the tactic 'Resource Development' may use various methods for compromising social media accounts. Which technique ID and name correspond to this action?",B,B,Correct
"In the context of MITRE ATT&CK for Enterprise, which group is known to have used credential capture webpages to compromise legitimate social media accounts?",B,D,Incorrect
Which of the following methods is NOT typically used by adversaries to compromise social media accounts under the technique T1586.001?,D,D,Correct
"Regarding detection of the technique T1586.001 in the MITRE ATT&CK framework for Enterprise, which data source and component would be best for identifying suspicious social media activity?",C,C,Correct
"Based on MITRE ATT&CK Technique ID: T1586, which mitigation approach cannot easily prevent this technique?",,B,Incorrect
"In the context of MITRE ATT&CK for the technique ""Compromise Accounts"" (ID: T1586), which data source would most likely help detect anomalies in network traffic?",,D,Incorrect
"Considering the platform 'None' for MITRE ATT&CK T1586, what is one of the primary methods adversaries use for compromising accounts?",,C,Incorrect
"**According to MITRE ATT&CK (Enterprise), which of the following techniques is used by adversaries to duplicate and impersonate tokens?**",C,C,Correct
**Which of the following mitigations can significantly reduce the risk of token manipulation by limiting who can create tokens according to MITRE ATT&CK Enterprise framework?**,,A,Incorrect
"**What API call usage should be monitored to detect possible token manipulation activities, as per the detection techniques in MITRE ATT&CK framework?**",,C,Incorrect
**Which group has utilized CVE-2015-1701 to achieve privilege escalation by accessing and copying the SYSTEM token as noted in the provided document?**,A,A,Correct
"**Which malware leverages the NtImpersonateThread API call to impersonate the main thread of CExecSvc.exe, according to MITRE ATT&CK Enterprise framework?**",A,C,Incorrect
"In the context of MITRE ATT&CK technique T1059.010 for Enterprise, which of the following describes a relevant use by adversaries for malicious activities?",A,A,Correct
"Which mitigation technique, according to MITRE ATT&CK technique T1059.010, is effective in preventing the execution of AutoIT and AutoHotKey scripts?",C,C,Correct
Which of these MITRE ATT&CK data components is essential for detecting suspicious usage of AutoHotKey and AutoIT scripts by monitoring command executions?,C,C,Correct
"In the MITRE ATT&CK technique T1059.009 (Command and Scripting Interpreter: Cloud API), which of the following tools is associated with APT29's usage for accessing APIs in Azure and M365 environments?",A,C,Incorrect
Which of the following is a recommended mitigation (M1038) to prevent abuse of cloud APIs through PowerShell CmdLets according to MITRE ATT&CK technique T1059.009 (Command and Scripting Interpreter: Cloud API)?,C,B,Incorrect
Which of the following data sources is recommended for reviewing command history to detect suspicious activity for MITRE ATT&CK technique T1059.009 (Command and Scripting Interpreter: Cloud API)?,D,D,Correct
Which MITRE ATT&CK technique involves the abuse of command and scripting interpreters on network devices for malicious purposes?,,B,Incorrect
"To limit actions administrators can perform and detect unauthorized use on network devices, which mitigation strategy should be utilized?",,C,Incorrect
"When detecting unauthorized modifications on a network device's configuration via the CLI, which MITRE ATT&CK data source and component should be reviewed?",,C,Incorrect
Which component is integrated with Windows Script engine for interpreting JScript?,,B,Incorrect
What scripting language is part of Apple’s Open Scripting Architecture (OSA)?,,D,Incorrect
Which procedure example is known for using JavaScript to inject into the victim's browser?,,C,Incorrect
During which campaign did APT41 deploy JScript web shells on compromised systems?,,B,Incorrect
Which mitigation technique involves enabling Attack Surface Reduction (ASR) rules on Windows 10?,,A,Incorrect
Which data source should be monitored for the execution of scripting languages such as JScript?,,A,Incorrect
"Which threat group has been observed using Python scripts for port scanning or building reverse shells? (MITRE ATT&CK, Enterprise)",,B,Incorrect
"Which mitigation technique suggests using anti-virus to automatically quarantine suspicious files? (MITRE ATT&CK, Enterprise)",,C,Incorrect
"What monitoring approach is recommended for detecting Python malicious activity on systems? (MITRE ATT&CK, Enterprise)",,C,Incorrect
"During which operation were threat actors observed using a Python reverse shell and the PySoxy SOCKS5 proxy tool? (MITRE ATT&CK, Enterprise)",,C,Incorrect
"Which threat group has used the IronPython scripts as part of the IronNetInjector toolchain to drop payloads? (MITRE ATT&CK, Enterprise)",,C,Incorrect
"Which technique ID corresponds to the Command and Scripting Interpreter: Python and is used for executing scripts and commands? (MITRE ATT&CK, Enterprise)",,C,Incorrect
Which Windows API technology enables Visual Basic to access other Windows applications and services?,,A,Incorrect
During which Ukraine Electric Power Attack did Sandworm Team use a VBA script to install a primary BlackEnergy implant?,,A,Incorrect
"Which group has used macros, COM scriptlets, and VBScript for malicious activities?",,A,Incorrect
Which of the following techniques describes how adversaries use malicious VBScript to execute payloads?,,C,Incorrect
Which technique ID corresponds to Command and Scripting Interpreter: Unix Shell in MITRE ATT&CK?,,C,Incorrect
Which adversary technique involves using Unix shell commands to execute payloads?,,C,Incorrect
"Based on MITRE ATT&CK, which procedure example involves using shell scripts for persistent installation on macOS?",,C,Incorrect
What data source should be monitored for detecting abuse of Unix shell commands and scripts according to MITRE ATT&CK?,,A,Incorrect
Which mitigation can be implemented to prevent execution of unauthorized Unix shell scripts as per MITRE ATT&CK recommendations?,,A,Incorrect
"Which command, if monitored, could indicate unusual Unix shell activity as suggested by MITRE ATT&CK’s analytic for command execution?",,D,Incorrect
What adversary technique involves the use of the Windows Command Shell for executing commands?,,B,Incorrect
Which threat actor used batch scripting to automate execution in the context of MITRE ATT&CK technique T1059.003?,,B,Incorrect
"In the context of MITRE ATT&CK technique T1059.003, which mitigation strategy would be most effective?",,B,Incorrect
During which notable cyber attack was the xp_cmdshell command used with MS-SQL?,,B,Incorrect
Which data source would be most relevant to monitor for detecting abuse of the Windows Command Shell as outlined in MITRE ATT&CK technique T1059.003?,,C,Incorrect
Which of the following procedures involved the execution of a Portable Executable (PE) using cmd.exe as seen in MITRE ATT&CK technique T1059.003?,,B,Incorrect
"Which of the following adversaries have used AppleScript to inject malicious JavaScript into a browser? (MITRE ATT&CK: T1059.002, Platform: None)",,D,Incorrect
"How does the Dok adversary use AppleScript according to the provided document? (MITRE ATT&CK: T1059.002, Platform: None)",,C,Incorrect
"What mitigation is suggested for preventing the execution of unsigned AppleScript code? (MITRE ATT&CK: T1059.002, Platform: None)",,C,Incorrect
"Which data source and data component combination is recommended for monitoring AppleScript execution through osascript? (MITRE ATT&CK: T1059.002, Platform: None)",,B,Incorrect
"How can ThiefQuest use AppleScript according to the document? (MITRE ATT&CK: T1059.002, Platform: None)",,D,Incorrect
Which of the following groups used PowerShell to perform timestomping during their campaign?,,D,Incorrect
Which cmdlet allows PowerShell to run a command locally or on a remote computer? (Administrator permissions required for remote connections),,B,Incorrect
Which technique involves executing PowerShell scripts without using the powershell.exe binary?,,D,Incorrect
What mitigation can be used to restrict access to sensitive language elements in PowerShell?,,C,Incorrect
Which data source and component helps detect the execution of PowerShell-specific assemblies?,,D,Incorrect
"During the 2016 Ukraine Electric Power Attack (C0025), what specific use of PowerShell was noted?",,B,Incorrect
"Which malware from the given list uses the runas command to create a new process with administrative rights, according to MITRE ATT&CK ID T1134.002?",,C,Incorrect
What mitigation technique listed in MITRE ATT&CK ID T1134.002 limits permissions so users and user groups cannot create tokens?,,B,Incorrect
Which command-line tool does WhisperGate use to execute commands in the context of the Windows TrustedInstaller group under MITRE ATT&CK ID T1134.002?,,A,Incorrect
"Under MITRE ATT&CK ID T1134.002, which malware can call WTSQueryUserToken and CreateProcessAsUser to start a new process with local system privileges?",,A,Incorrect
Which data source should be monitored to detect the use of token manipulation techniques such as CreateProcessWithTokenW under MITRE ATT&CK ID T1134.002?,,C,Incorrect
Which of the following is NOT an example of an adversary abusing Command and Scripting Interpreter (T1059)?,,D,Incorrect
Which mitigation strategy is specifically aimed at preventing the execution of unsigned scripts?,,B,Incorrect
Which threat group has utilized Perl scripts for both reverse shell communication and information gathering?,,A,Incorrect
Which of the following data sources can detect Command and Scripting Interpreter (T1059) techniques through monitoring script execution?,,C,Incorrect
Which threat group has been observed using COM scriptlets to download Cobalt Strike beacons?,,C,Incorrect
Which threat group or software is capable of supporting commands to execute Java-based payloads?,,B,Incorrect
Which MITRE ATT&CK technique is used for enumerating objects in cloud storage infrastructures?,,B,Incorrect
Which API call could adversaries use to enumerate AWS storage services?,,A,Incorrect
Which mitigation strategy can help restrict access to listing objects in cloud storage?,,D,Incorrect
"Within the context of MITRE ATT&CK for Enterprise, which open-source tool can be used to enumerate and construct a graph for Azure resources and services?",,B,Incorrect
Which procedure example involves enumerating AWS services like CloudTrail and CloudWatch?,,D,Incorrect
How can cloud service discovery techniques typically be detected in an environment according to MITRE ATT&CK?,,B,Incorrect
"Which of the following techniques is associated with gaining useful information from a cloud service dashboard GUI to enumerate specific services, resources, and features without making API requests?",,B,Incorrect
Which mitigation strategy specifically addresses limiting dashboard visibility to only the resources required to enforce the principle of least-privilege?,,C,Incorrect
Which AWS API can be used to determine the existence of a bucket and the requester's access permissions in the context of T1580 Cloud Infrastructure Discovery?,,D,Incorrect
Which mitigation strategy is recommended to limit permissions for discovering cloud infrastructure as per T1580 Cloud Infrastructure Discovery?,,C,Incorrect
What is one of the primary purposes of an adversary executing T1580 Cloud Infrastructure Discovery in an IaaS environment?,,D,Incorrect
Which CLI command can be used in Google Cloud Platform (GCP) to list all Compute Engine instances in the context of T1580?,,B,Incorrect
Which of the following is a detection measure specific to T1580 Cloud Infrastructure Discovery that involves monitoring cloud logs for potentially unusual activity related to cloud instance enumeration?,,B,Incorrect
"In the context of MITRE ATT&CK, which procedure example is associated with the execution of commands on EC2 instances using AWS Systems Manager Run Command?",,C,Incorrect
Which detection method is used to identify the usage of Azure RunCommand on virtual machines according to MITRE ATT&CK?,,C,Incorrect
"According to the MITRE ATT&CK entry for T1651, what mitigation strategy should be employed to limit the number of cloud accounts with permissions to remotely execute commands?",,A,Incorrect
"**In the context of MITRE ATT&CK, which of the following techniques is associated with Clipboard Data collection?**",A,A,Correct
**Which data source and component would be most effective to monitor for detecting clipboard data collection by adversaries according to MITRE ATT&CK?**,,A,Incorrect
"**On which operating systems have techniques been noted for clipboard data collection, as per MITRE ATT&CK?**",D,D,Correct
**Which of the following malware families uses the OpenClipboard and GetClipboardData APIs for clipboard data collection?**,,A,Incorrect
**Which process had the ability to capture and replace Bitcoin wallet data in the clipboard according to MITRE ATT&CK?**,,A,Incorrect
Which of the following MITRE ATT&CK mitigations suggests auditing images deployed within the environment to ensure they do not contain any malicious components?,,C,Incorrect
"Given the MITRE ATT&CK technique T1612: Build Image on Host, which data source can detect the creation of unexpected Docker image build requests in the environment?",A,B,Incorrect
Which mitigation is recommended by MITRE ATT&CK to secure ports for communicating with the Docker API in order to combat technique T1612?,A,A,Correct
Which of the following management services is commonly targeted when adversaries use brute force credential stuffing as described in MITRE ATT&CK T1110.004 on enterprise platforms?,A,A,Correct
What is a recommended mitigation technique according to MITRE ATT&CK T1110.004 for reducing the risk posed by credential stuffing on enterprise platforms?,,B,Incorrect
What should organizations monitor to detect potential credential stuffing attacks as discussed in MITRE ATT&CK T1110.004?,,C,Incorrect
Which specific group has been noted for using credential stuffing techniques as per the procedure examples in MITRE ATT&CK T1110.004?,A,B,Incorrect
What is the primary technique described in MITRE ATT&CK ID T1110.003?,B,B,Correct
Which of the following ports is commonly targeted during password spraying attacks as per MITRE ATT&CK ID T1110.003?,,C,Incorrect
"According to the MITRE ATT&CK framework, which group has utilized password spraying by using a Kubernetes cluster as described in ID T1110.003?",C,A,Incorrect
"What is one suggested mitigation approach for password spraying as per MITRE ATT&CK ID T1110.003, M1036?",,C,Incorrect
"Based on MITRE ATT&CK ID T1110.003, which specific event ID is recommended for monitoring login failures indicative of password spraying?",,C,Incorrect
Which of the following best describes the main advantage of the Diamond Model of Intrusion Analysis as introduced in the document?,,A,Incorrect
"According to the paper, how does the Diamond Model help intrusion analysts in improving their effectiveness?",,B,Incorrect
The document differentiates between two types of infrastructure in the Diamond Model. What is Type 1 Infrastructure?,,B,Incorrect
"In the context of the Diamond Model, what is the primary role of meta-features in an event?",,C,Incorrect
The concept of adversary operator and adversary customer helps in understanding certain aspects of adversarial actions. What is the primary distinction between them?,,B,Incorrect
What term does the Diamond Model use to refer to the set of vulnerabilities and exposures of a victim that are susceptible to exploitation?,,C,Incorrect
"According to the Diamond Model, what is the significance of the event meta-feature 'Timestamp'?",,B,Incorrect
What does Axiom 4 of the Diamond Model state regarding malicious activity?,,C,Incorrect
Which of the following meta-features of the Diamond Model categorizes general classes of activities like spear-phish email or syn-flood?,,B,Incorrect
What does Axiom 7 state about persistent adversary relationships in the Diamond Model?,,C,Incorrect
"From the perspective of the Diamond Model of Intrusion Analysis, what primary role do contextual indicators serve?",,C,Incorrect
"Which of the following best describes an analytic technique in the Diamond Model called ""pivoting""?",,C,Incorrect
"In the Technology-Centered Approach as described in the Diamond Model, what is the primary method of discovering new malicious activity?",,B,Incorrect
Which approach under the Diamond Model is likely the most challenging due to its need for special access to adversary activities?,,D,Incorrect
"When analyzing activity threads in the Diamond Model, what does ""vertical correlation"" specifically aim to establish?",,C,Incorrect
"What is the primary purpose of the ""Provides"" label in the arc's 4-tuple in the Diamond Model?",,C,Incorrect
Which best describes the use of event phases in the activity threads of the Diamond Model?,,B,Incorrect
What is the main benefit of overlaying activity threads onto traditional attack graphs to form an activity-attack graph?,,B,Incorrect
"In the context of activity grouping in the Diamond Model, what is the second step after defining the analytic problem?",,B,Incorrect
What is the initial step in creating activity groups in the Diamond Model of Intrusion Analysis as described?,,C,Incorrect
"In the Diamond Model, what does the AGC(PR, FVP R, ET) function represent in Step 3?",,B,Incorrect
"According to Step 4: Growth, how do analysts continuously grow activity groups?",,A,Incorrect
Step 6: Redefinition addresses errors in clustering and classification activities. Which issue is specifically mentioned as a challenge during this step?,,B,Incorrect
How does the model described assist in the development of actionable intelligence during mitigation planning?,,C,Incorrect
"According to GDPR, under what condition is the processing of personal data lawful without needing the data subject's consent?",,D,Incorrect
"Under the GDPR, which of the following conditions must be met to process special categories of personal data?",,D,Incorrect
When can personal data be kept longer than initially necessary under the GDPR?,,D,Incorrect
Which of the following represents a requirement under the principle of 'accountability' in the GDPR?,,A,Incorrect
"Under GDPR Article 12, what is the maximum initial response time allowed for controllers to respond to data subjects' requests?",,B,Incorrect
"Under GDPR, what is the controller's obligation regarding the processing of personal data for a different purpose?",,C,Incorrect
What is a key requirement under GDPR Article 15 when a data subject requests access to their personal data?,,B,Incorrect
Which scenario allows a data subject to request restriction of processing under GDPR Article 18?,,D,Incorrect
"Under GDPR, to whom must a data controller disclose rectification or erasure of personal data, or restriction of processing?",,C,Incorrect
"In relation to GDPR Article 22 concerning automated decision-making, what must a data controller implement if point (a) or (c) of paragraph 2 applies?",,D,Incorrect
What does NIST SP 800-150 primarily focus on?,,C,Incorrect
Which type of cyber threat information includes detailed descriptions in context of tactics and techniques?,,B,Incorrect
Which among the following is NOT a benefit of threat information sharing as described in NIST SP 800-150?,,D,Incorrect
"According to NIST SP 800-150, what should organizations do to establish effective information sharing relationships?",,B,Incorrect
Which automated method is NOT recommended by NIST for identifying and protecting PII?,,B,Incorrect
"When sharing network flow data according to NIST SP 800-150, organizations should:",,C,Incorrect
"Under the Traffic Light Protocol (TLP), which designation allows information to be shared without restriction?",,D,Incorrect
What should an organization implement to protect intellectual property and trade secrets based on NIST SP 800-150?,,C,Incorrect
What is a key consideration when sharing PCAP files according to NIST SP 800-150?,,C,Incorrect
"When considering which sharing community to join, organizations should evaluate the compatibility of the community’s information exchange formats with their:",,C,Incorrect
Which factor is NOT typically considered when choosing a sharing community according to NIST SP 800-150?,,C,Incorrect
Formal sharing communities are often governed by:,,D,Incorrect
"For ongoing communication in an information sharing community, the lowest infrastructure investment is typically associated with:",,C,Incorrect
"To ensure the suitability of content in informal sharing communities, it is the responsibility of:",,C,Incorrect
Which component of the NIST Cybersecurity Framework provides a taxonomy of high-level cybersecurity outcomes?,,B,Incorrect
What is the primary purpose of the GOVERN Function in the CSF Core?,,C,Incorrect
How do Informative References aid organizations in using the CSF?,,D,Incorrect
In what way do CSF Tiers assist organizations?,,C,Incorrect
Which sequence of CSF Core functions illustrates the highest level of cybersecurity outcomes?,,C,Incorrect
Which of the following best defines a CSF Target Profile as per the NIST Cybersecurity Framework?,,C,Incorrect
What is the primary purpose of performing a gap analysis between the Current and Target Profiles in the NIST Cybersecurity Framework process?,,A,Incorrect
Which statement most accurately describes the role of CSF Tiers in an organization's cybersecurity risk management?,,C,Incorrect
"What type of resource within the NIST CSF provides mappings that indicate relationships between the Core and various standards, guidelines, and regulations?",,B,Incorrect
What is the primary use of Quick-Start Guides (QSGs) in the context of the NIST Cybersecurity Framework?,,D,Incorrect
Which of the following elements is NOT explicitly mentioned as part of an incident response plan according to NIST guidelines?,,C,Incorrect
What is the purpose of establishing a single point of contact (POC) for media communications during an incident?,,B,Incorrect
Why is it important for the incident response team to become acquainted with law enforcement representatives before an incident occurs?,,C,Incorrect
Which of the following is a recommended practice for preparing media contacts in handling cybersecurity incidents?,,B,Incorrect
"According to NIST guidelines, who should be involved in discussing information sharing policies before an incident occurs?",,C,Incorrect
"According to the NIST Computer Security Incident Handling Guide, in the event of a breach of Personally Identifiable Information (PII), what key action is recommended for Incident Handlers?",,C,Incorrect
Which team model is described as providing advice to other teams without having authority over those teams?,,D,Incorrect
What is a major consideration when deciding to outsource incident response activities according to the NIST guide?,,C,Incorrect
For which organizational setups are Distributed Incident Response Teams particularly useful according to the NIST document?,,C,Incorrect
What is a recommended strategy to maintain incident response skills and prevent burnout among team members?,,C,Incorrect
"Which team should review incident response plans, policies, and procedures to ensure compliance with law and Federal guidance?",,D,Incorrect
"If an employee is suspected of causing an incident, which department is typically involved?",,C,Incorrect
Why should Business Continuity Planning professionals be aware of incidents and their impacts?,,C,Incorrect
What is the primary focus of an Incident Response Team?,,B,Incorrect
What are the key components included in the incident preparation phase according to the NIST Computer Security Incident Handling Guide?,,C,Incorrect
What is an example of a precursor to an incident?,,A,Incorrect
Which one of the following is NOT typically included in an incident response jump kit?,,B,Incorrect
What is the primary objective of keeping a jump kit ready at all times?,,B,Incorrect
Which of the following is a key consideration when conducting periodic risk assessments according to NIST guidelines?,,C,Incorrect
"According to NIST guidelines, what should organizations implement to effectively address malware threats?",,C,Incorrect
What does NIST recommend for ensuring the accuracy of different event logs in incident response?,,C,Incorrect
"In terms of incident analysis, which method can help in understanding the normal behavior of networks, systems, and applications?",,D,Incorrect
"When analyzing an incident, why is it necessary to perform event correlation?",,C,Incorrect
How can organizations benefit from creating a log retention policy according to NIST?,,B,Incorrect
Why should incident handlers avoid documenting personal opinions during an incident response?,,C,Incorrect
"What is described as a ""Medium"" effect in the Functional Impact Categories according to NIST?",,C,Incorrect
Where should an incident be escalated first if there is no response after the initial contact and waiting period?,,B,Incorrect
"During the containment phase, what is an important decision to be made?",,A,Incorrect
What should be done first when an incident is suspected regarding evidence collection?,,C,Incorrect
What is an extended recoverability effort category according to NIST?,,A,Incorrect
"What key activity should be performed within several days of the end of a major incident, according to the NIST guide?",,C,Incorrect
"Regarding post-incident meetings, what is a crucial factor to ensure the meeting’s success and effectiveness?",,C,Incorrect
How does the NIST guide recommend using collected incident data over time?,,A,Incorrect
Which metric is suggested to assess the relative amount of work done by the incident response team?,,B,Incorrect
What should organizations focus on when collecting incident data to ensure it is useful?,,B,Incorrect
"According to the Pyramid of Pain, which type of Indicator of Compromise (IoC) is generally the easiest for adversaries to change?",,A,Incorrect
"In the context of the Pyramid of Pain, what makes Tactics, Techniques, and Procedures (TTPs) more challenging for adversaries to alter?",,B,Incorrect
Which of the following IoCs is considered a Host Artifact in the Pyramid of Pain?,,B,Incorrect
What is the primary purpose of cyber threat hunting as described in the document?,,B,Incorrect
"In the Pyramid of Pain, why are Domain Names considered more challenging to manage than IP Addresses?",,B,Incorrect
Which type of STIX Object is used to provide a wrapper mechanism for packaging arbitrary STIX content together?,,C,Incorrect
What do STIX Domain Objects (SDOs) represent in the STIX framework?,,B,Incorrect
Which statement correctly describes a STIX Relationship Object (SRO)?,,C,Incorrect
What is an embedded relationship in STIX?,,A,Incorrect
What does the STIX Patterning language enable?,,B,Incorrect
What is the primary focus of STIX Patterning as described in STIX 2.1?,,C,Incorrect
Which of the following object types do STIX Domain Objects (SDOs) share common properties with?,,A,Incorrect
How must STIX 2.1 content be serialized to meet mandatory-to-implement requirements?,,C,Incorrect
What mechanism is designed specifically to transport STIX Objects?,,C,Incorrect
"In STIX 2.1, what change was made to the Indicator object?",,D,Incorrect
Which of the following is a primary function of TAXII?,,B,Incorrect
What method does TAXII use for network-level discovery?,,B,Incorrect
"In TAXII, what is an API Root?",,B,Incorrect
What is the primary purpose of a TAXII Endpoint?,,C,Incorrect
How do TAXII Channels differ from Collections?,,C,Incorrect
What transport protocol does TAXII 2.1 use for all communications?,,A,Incorrect
Which serialization format is used for TAXII resources in TAXII 2.1?,,B,Incorrect
How does TAXII 2.1 perform HTTP content negotiation?,,D,Incorrect
What media type does TAXII 2.1 use for data exchange?,,D,Incorrect
In which of the following attacks does the attacker exploit vulnerabilities in a computer application before the software developer can release a patch for them?,,B,Incorrect
"A network administrator working in an ABC organization collected log files generated by a traffic monitoring system, which may not seem to have useful information, but after performing proper analysis by him. The same information can be used to detect an attack in the network. Which of the following categories of threat information has he collected?",,C,Incorrect
"Daniel is a professional hacker whose aim is to attack a system to steal data and money for profit. He performs hacking to obtain confidential data such as social security numbers, personally identifiable information (PII) of an employee, and credit card information. After obtaining confidential data,he further sells the information on the black market to make money. Daniel comes under which of the following types of threat actor",,D,Incorrect
"Bob, a threat analyst, works in an organization named TechTop. He was asked to collect intelligence to fulfil the needs and requirements of the Red Tam present within the organization. Which of the following are the needs of a RedTeam?",,B,Incorrect
"Cybersol Technologies initiated a cyber-threat intelligence program with a team of threat intelligence analysts. During the process, the analysts started converting the raw data into useful information by applying various techniques, such as machine- based techniques, and statistical methods. In which of the following phases of the threat intelligence lifecycle is the threat intelligence team currently working?",,C,Incorrect
Which of the following characteristics of APT refers to numerous attempts done by the attacker to gain entry to the target’s network?,,C,Incorrect
"During the process of threat intelligence analysis, John, a threat analyst, successfully extracted an indication of adversary’s information, such as Modus operandi, tools, communication channels, and forensics evasion strategies used by adversaries. Identify the type of threat intelligence analysis is performed by John.",,D,Incorrect
