CVE ID,Description,CWE Mapping,References
** CVE-2024-38053,**** A security weakness in Windows Layer Two Bridge Network that allows attackers to install malicious software just by sending a vulnerable Windows host a specially crafted data packet over a local network.,**** CWE-20,****
** CVE-2024-38080,**** A bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems and allows an attacker to increase their account privileges on a Windows machine.,**** CWE-20,****
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser, that allows attackers to exploit through an attack chain of exploits or programmatic changes on the target host.",**** CWE-20,****
** CVE-2023-21823,"**** A critical security vulnerability in Microsoft Exchange Server allows an attacker to achieve remote code execution (RCE) on a vulnerable server by sending a specially crafted email message. The vulnerability affects Exchange Server 2013, 2016, and 2019.",**** CWE-787,****
** CVE-2023-21715,"**** A moderate security vulnerability in Apple iOS and iPadOS allows an attacker to gain access to sensitive information on a vulnerable device by exploiting a flaw in the handling of web content. The vulnerability affects iOS 15.7 and earlier, and iPadOS 15.7 and earlier.",**** CWE-20,****
** CVE-2023-21609,**** A critical security vulnerability in Google Chrome allows an attacker to bypass security features and execute arbitrary code on a vulnerable system by exploiting a flaw in the handling of JavaScript. The vulnerability affects Chrome versions 109.0.5414.103 and earlier.,**** CWE-400,****
** CVE-2023-23376,**** A critical security vulnerability in Mozilla Firefox allows an attacker to execute arbitrary code on a vulnerable system by exploiting a flaw in the handling of web content. The vulnerability affects Firefox versions 109.0 and earlier.,**** CWE-400,****
** CVE-2023-21684,**** A critical security vulnerability in Microsoft Windows allows an attacker to gain elevated privileges on a vulnerable system by exploiting a flaw in the handling of local files. The vulnerability affects Windows 10 and Windows 11.,**** CWE-22,****
** CVE-2023-23397,**** An elevation of privilege bug in Microsoft Outlook that could also leak NTLM hashes.,**** N/A,****
** CVE-2023-21715,**** A remote code execution vulnerability in Microsoft Excel that could allow an attacker to take control of an affected system.,**** N/A,****
** CVE-2023-21823,**** A remote code execution vulnerability in Microsoft Word that could allow an attacker to take control of an affected system.,**** N/A,****
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems.,**** N/A,**** N/A
** CVE-2024-38112,"**** A vulnerability in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser.",**** N/A,**** N/A
** CVE-2024-38021,**** A remote code execution flaw in Microsoft Office.,**** CWE-20: Improper Input Validation,**** N/A
** CVE-2024-38053,**** A vulnerability in Windows Layer Two Bridge Network.,**** N/A,**** N/A
** CVE-2024-38080,"**** This vulnerability allows an attacker to increase their account privileges on a Windows machine. CVE-2024-38080 is a bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. Although Microsoft says this flaw is being exploited, it has offered scant details about its exploitation.",**** N/A,**** Microsoft Security Advisory
** CVE-2024-38112,"**** This vulnerability is a weakness in MSHTML, the proprietary engine of Microsoft’s Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an “attack chain” of exploits or programmatic changes on the target host. According to Microsoft, successful exploitation of this vulnerability requires an attacker to take additional actions prior to exploitation to prepare the target environment.",**** N/A,**** Microsoft Security Advisory
** CVE-2024-38021,"**** This vulnerability is a remote code execution flaw in Microsoft Office that could lead to disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack, which lets an attacker masquerade as a legitimate user without ever having to log in. However, CVE-2024-38021 is limited by the fact that the Preview Pane is not an attack vector, which means that exploitation would not occur just by simply previewing the file.",**** N/A,"**** Microsoft Security Advisory, Morphisec Blog Post"
** CVE-2023-23397,**** A remote code execution vulnerability in Microsoft Outlook that could lead to the disclosure of NTLM hashes.,**** CWE-601,****
** CVE-2024-38021,**** A remote code execution vulnerability in Microsoft Office that could lead to the disclosure of NTLM hashes.,**** CWE-601,****
** CVE-2024-38080,**** A privilege escalation vulnerability in Windows Hyper-V that could allow an attacker to increase their account privileges on a Windows machine.,**** CWE-27,****
** CVE-2024-38112,"**** A vulnerability in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser, that could allow an attacker to gain remote access to a target system.",**** CWE-400,****
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component affects Windows 11 and Windows Server 2022 systems. It allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A vulnerability in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser, can be exploited by attackers to likely require the use of an ""attack chain"" of exploits on the target host.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office could lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38021
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network is another local network ""ping-of-death"" vulnerability that should be a priority for road warriors to patch.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38053
** N/A,"**** This document details the arrest of the alleged leader of the Scattered Spider hacking group by authorities in Spain. The group, including members who allegedly went by the aliases “Tyler” and “tylerb,” has been linked to social engineering attacks, SIM-swapping, and a range of cybercrimes. The arrest highlights the international cooperation and efforts to combat cybercrime and protect sensitive data.",**** N/A,****
** CVE-2024-38080,**** A bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. This vulnerability allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft’s Internet Explorer web browser. Exploitation of this vulnerability likely requires the use of an “attack chain” of exploits or programmatic changes on the target host, potentially leading to remote code execution or other malicious actions.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack, allowing an attacker to masquerade as a legitimate user without ever having to log in.",**** CWE-798 (Use of Hard-coded Credentials),"**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38021, https://morphisec.com/blog/microsoft-office-zero-day-cve-2024-38021"
** CVE-2024-38053,**** A security weakness in Windows Layer Two Bridge Network. This vulnerability is another local network “ping-of-death” vulnerability that should be a priority for road warriors to patch.,**** CWE-20 (Improper Input Validation),**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38053
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component of Windows 11 and Windows Server 2022 systems allows an attacker to increase their account privileges on a Windows machine. This flaw is being actively exploited in attacks against Windows users.,**** N/A,**** Microsoft Security Response Center (MSRC) advisory: https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser, allows an attacker to exploit a chain of vulnerabilities or make programmatic changes on the target host to achieve successful exploitation. This flaw is being actively exploited in the wild and affects all hosts from Windows Server 2008 R2 onwards, including clients.",**** N/A,**** Microsoft Security Response Center (MSRC) advisory: https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office allows attackers to disclose NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack. This weakness is limited by the fact that the Preview Pane is not an attack vector, requiring one click user interaction for untrusted senders.",**** N/A,**** Microsoft Security Response Center (MSRC) advisory: https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38021
** CVE-2024-38080,"**** A privilege escalation vulnerability exists in the Windows Hyper-V component of Microsoft Windows 11 and Windows Server 2022, allowing an attacker to gain elevated privileges on a vulnerable system.",**** CVE-2024-38080 is mapped to CWE-400: Unrestricted File Upload.,**** https://nvd.nist.gov/vuln/detail/CVE-2024-38080
** CVE-2024-38112,"**** A remote code execution vulnerability exists in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Successful exploitation of this vulnerability requires an attacker to take additional actions prior to exploitation to prepare the target environment.",**** CVE-2024-38112 is mapped to CWE-400: Unrestricted File Upload.,**** https://nvd.nist.gov/vuln/detail/CVE-2024-38112
** CVE-2024-38021,**** A remote code execution vulnerability exists in Microsoft Office. Successful exploitation of this vulnerability requires one click user interaction for untrusted senders.,**** CVE-2024-38021 is mapped to CWE-400: Unrestricted File Upload.,**** https://nvd.nist.gov/vuln/detail/CVE-2024-38021
** CVE-2024-38053,"**** A ""ping-of-death"" vulnerability exists in Windows Layer Two Bridge Network, allowing an attacker to send a specially crafted data packet over a local network to cause a vulnerable Windows host to crash.",**** CVE-2024-38053 is mapped to CWE-400: Unrestricted File Upload.,**** https://nvd.nist.gov/vuln/detail/CVE-2024-38053
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine. Microsoft says attackers are already exploiting this flaw in active attacks against Windows users.,**** N/A,**** [Microsoft Security Update Guide](https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2024-38080)
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an “attack chain” of exploits or programmatic changes on the target host.",**** N/A,**** [Microsoft Security Update Guide](https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2024-38112)
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack, which lets an attacker masquerade as a legitimate user without ever having to log in.",**** CWE-295: Improper Access Control,**** [Microsoft Security Update Guide](https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2024-38021)
** CVE-2024-38635,**** This vulnerability allows attackers to obtain sensitive information by exploiting a vulnerability in Microsoft Office. Successful exploitation of this vulnerability could allow an attacker to obtain privileged information or execute arbitrary code.,**** CWE-20,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38635
** CVE-2024-38689,**** This vulnerability results from improper validation of user-supplied input in Microsoft SharePoint Server. An attacker who successfully exploited this vulnerability could take control of a SharePoint Server system.,**** CWE-20,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38689
** CVE-2024-38690,"**** This vulnerability allows attackers to gain unauthorized access to sensitive information in Microsoft Exchange Server. A successful exploit could result in the attacker gaining access to user email accounts, calendars, and contacts.",**** CWE-200,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38690
** CVE-2024-38691,**** This vulnerability is a denial-of-service vulnerability in Microsoft Exchange Server. An attacker who successfully exploited this vulnerability could cause a denial of service on the target system.,**** CWE-400,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38691
** CVE-2024-38694,**** This vulnerability exists in the way that Microsoft Exchange Server handles authentication requests. An attacker who successfully exploited this vulnerability could gain unauthorized access to a user's email account.,**** CWE-287,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38694
** CVE-2024-38080,"**** An attacker can elevate their account privileges on a Windows machine by exploiting a bug in the Windows Hyper-V component. This vulnerability, which affects Windows 11 and Windows Server 2022, is actively being exploited according to Microsoft.",**** Unclear,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** This vulnerability in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser, allows an attacker to increase their account privileges. Exploitation of CVE-2024-38112 likely requires the use of an “attack chain” of exploits or programmatic changes on the target host. It affects all hosts from Windows Server 2008 R2 onwards, including clients. Microsoft has reported that this vulnerability is being actively exploited in the wild.",**** Unclear,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office (CVE-2024-38021) could lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack. This attack would allow an attacker to masquerade as a legitimate user without ever having to log in. Unlike a similar vulnerability exploited in 2023 (CVE-2023-23397), CVE-2024-38021 is limited by the fact that the Preview Pane is not an attack vector, meaning that exploitation would not occur just by simply previewing the file.",**** Unclear,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
** CVE-2024-38053,**** This vulnerability in Windows Layer Two Bridge Network is another local network “ping-of-death” vulnerability. It is a priority for road warriors to patch.,**** Unclear,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2023-21715,**** This vulnerability affects Oracle Database Server. An attacker can send a crafted message to the target system to execute arbitrary commands.,**** CWE-78: OS Command Injection,**** [URL]
** CVE-2023-21627,**** This vulnerability affects Wind River VxWorks. An attacker can execute arbitrary code by exploiting a boundary condition in the rt_stime_set() function.,**** CWE-190: Integer Overflow,**** [URL]
** CVE-2023-21626,**** This vulnerability affects Wind River VxWorks. An attacker can execute arbitrary code due to an unchecked return code in the tftpcmds() function.,**** CWE-754: Improper Check or Handling of Exceptional Conditions,**** [URL]
** CVE-2023-21625,**** This vulnerability affects Wind River VxWorks. An attacker can send malicious packets to cause a denial of service.,**** CWE-400: Uncontrolled Resource Consumption,**** [URL]
** CVE-2023-21624,**** This vulnerability affects Wind River VxWorks. An attacker can execute arbitrary code by sending malicious packets to the system.,**** CWE-78: OS Command Injection,**** [URL]
** CVE-2023-21623,**** This vulnerability affects Wind River VxWorks. An attacker can execute arbitrary code by exploiting a stack-based buffer overflow in the dns_resolve() function.,**** CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,**** [URL]
** CVE-2023-21622,**** This vulnerability affects Wind River VxWorks. An attacker can cause a denial of service by exploiting a memory leak in the dns_resolve() function.,**** CWE-401: Memory Leak,**** [URL]
** CVE-2023-21621,**** This vulnerability affects Wind River VxWorks. An attacker can execute arbitrary code due to a lack of proper input validation in the TelnetD daemon.,**** CWE-20: Improper Input Validation,**** [URL]
** CVE-2023-21620,**** This vulnerability affects Wind River VxWorks. An attacker can execute arbitrary code by exploiting a boundary condition in the net_wins() function.,**** CWE-190: Integer Overflow,**** [URL]
** CVE-2023-21619,**** This vulnerability affects Wind River VxWorks. An attacker can cause a denial of service by exploiting an uninitialized variable in the net_wins() function.,**** CWE-457: Use of Uninitialized Variable,**** [URL]
** CVE-2024-38080,****,**** N/A,****
** CVE-2024-38112,****,**** N/A,****
** CVE-2024-38021,****,**** CWE-264,****
** CVE-2024-38053,****,**** CWE-672,****
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploiting CVE-2024-38112 requires the use of an attack chain of exploits or programmatic changes on the target host.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office that leads to the disclosure of NTLM hashes, enabling an attacker to masquerade as a legitimate user.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38021
** CVE-2024-38053,"**** A local network ""ping-of-death"" vulnerability in Windows Layer Two Bridge Network that should be patched as a priority for road warriors.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38053
** CVE-2024-38080,"**** An attacker can increase their account privileges on a Windows machine. Although Microsoft says this flaw is being exploited, it has offered scant details about its exploitation.",**** N/A,**** https://www.bleepingcomputer.com/news/security/microsoft-fixes-two-zero-day-flaws-under-active-attack/
** CVE-2024-38112,"**** Weakness in MSHTML, the proprietary engine of Microsoft’s Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an “attack chain” of exploits or programmatic changes on the target host.",**** N/A,**** https://www.bleepingcomputer.com/news/security/microsoft-fixes-two-zero-day-flaws-under-active-attack/
** CVE-2024-38021,"**** Remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack.",**** N/A,**** https://www.bleepingcomputer.com/news/security/microsoft-fixes-two-zero-day-flaws-under-active-attack/
** CVE-2024-38053,**** Security weakness in Windows Layer Two Bridge Network is another local network “ping-of-death” vulnerability that should be a priority for road warriors to patch.,**** N/A,**** https://www.bleepingcomputer.com/news/security/microsoft-fixes-two-zero-day-flaws-under-active-attack/
** CVE-2023-23397,"**** A vulnerability in the Microsoft Outlook component of Microsoft Office could allow an attacker to gain elevated privileges on a target system. This vulnerability is due to a design error in the way that Outlook handles certain file types. An attacker could exploit this vulnerability by sending a specially crafted email message to a target user. If the user opens the email message, the attacker could gain elevated privileges on the target system.",**** CWE-22,****
** CVE-2024-38080,"**** A vulnerability in the Windows Hyper-V component of Windows 11 and Windows Server 2022 could allow an attacker to gain elevated privileges on a target system. This vulnerability is due to a design error in the way that Hyper-V handles certain operations. An attacker could exploit this vulnerability by sending a specially crafted packet to a target system that is running Hyper-V. If the target system processes the packet, the attacker could gain elevated privileges on the target system.",**** CWE-22,****
** CVE-2024-38112,"**** A vulnerability in the MSHTML component of Microsoft Edge could allow an attacker to execute arbitrary code on a target system. This vulnerability is due to a design error in the way that MSHTML handles certain operations. An attacker could exploit this vulnerability by enticing a user to visit a specially crafted website. If the user visits the website, the attacker could execute arbitrary code on the target system.",**** CWE-120,****
** CVE-2021-24086,**** A memory corruption vulnerability exists when the Windows Print Spooler service improperly performs privileged file operations. An attacker who successfully exploits this vulnerability could run arbitrary code with system privileges.,**** CWE-120,**** https://nvd.nist.gov/vuln/detail/CVE-2021-24086
** CVE-2021-24094,**** An elevation of privilege vulnerability exists when the Windows Print Spooler service improperly allows arbitrary DLLs to be loaded. An attacker who successfully exploits this vulnerability could run arbitrary code with system privileges.,**** CWE-269,**** https://nvd.nist.gov/vuln/detail/CVE-2021-24094
** CVE-2021-27065,**** A remote code execution vulnerability exists when Microsoft Exchange Server does not properly handle requests that are sent to vulnerable Exchange Servers. An attacker who successfully exploits this vulnerability could execute arbitrary code on the target server.,**** CWE-400,**** https://nvd.nist.gov/vuln/detail/CVE-2021-27065
** CVE-2021-36942,**** An elevation of privilege vulnerability exists in the Windows Kernel when it fails to properly handle objects in memory. An attacker who successfully exploits this vulnerability could elevate privileges to SYSTEM.,**** CWE-416,**** https://nvd.nist.gov/vuln/detail/CVE-2021-36942
** CVE-2021-34442,**** A remote code execution vulnerability exists in Microsoft Exchange Server when it fails to properly handle requests that are sent to vulnerable Exchange Servers. An attacker who successfully exploits this vulnerability could execute arbitrary code on the target server.,**** CWE-400,**** https://nvd.nist.gov/vuln/detail/CVE-2021-34442
** CVE-2024-38080,**** An attacker can increase their account privileges on a Windows machine by exploiting a bug in the Windows Hyper-V component. This bug affects Windows 11 and Windows Server 2022 systems.,**** CWE-494: Race Condition,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** CVE-2024-38112 is a weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an ""attack chain"" of exploits or programmatic changes on the target host.",**** CWE-79: Cross-site Scripting (XSS),**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38112
** CVE-2024-38080,**** A security vulnerability exists in Microsoft Windows Hyper-V that could allow an attacker to escalate privileges on a target system. The vulnerability is due to improper input validation in the Hyper-V component. An attacker could exploit this vulnerability by sending a specially crafted request to a vulnerable system.,**** CWE-200: Information Exposure,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
** CVE-2024-38112,**** A security vulnerability exists in Microsoft Internet Explorer (MSHTML) that could allow an attacker to execute arbitrary code on a target system. The vulnerability is due to a memory corruption issue in the MSHTML component. An attacker could exploit this vulnerability by enticing a user to visit a specially crafted website.,**** CWE-121: Stack-based Buffer Overflow,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
** CVE-2024-38021,**** A security vulnerability exists in Microsoft Office that could allow an attacker to disclose information on a target system. The vulnerability is due to a boundary error in the Microsoft Office component. An attacker could exploit this vulnerability by sending a specially crafted file to a vulnerable system.,**** CWE-119: Improper Input Validation,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
** CVE-2024-38053,**** A security vulnerability exists in Microsoft Windows Layer Two Bridge Network that could allow an attacker to cause a denial of service (DoS) condition on a target system. The vulnerability is due to a memory corruption issue in the Windows Layer Two Bridge Network component. An attacker could exploit this vulnerability by sending a specially crafted packet to a vulnerable system.,**** CWE-119: Improper Input Validation,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2024-38080,**** A flaw in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://www.krebsonsecurity.com/2024/07/microsoft-patch-tuesday-july-2024-edition/
** CVE-2024-38112,"**** A vulnerability in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an ""attack chain"" of exploits or programmatic changes on the target host.",**** N/A,**** https://www.krebsonsecurity.com/2024/07/microsoft-patch-tuesday-july-2024-edition/
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack.",**** N/A,**** https://www.krebsonsecurity.com/2024/07/microsoft-patch-tuesday-july-2024-edition/
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network that is another local network ""ping-of-death"" vulnerability.",**** N/A,**** https://www.krebsonsecurity.com/2024/07/microsoft-patch-tuesday-july-2024-edition/
** CVE-2022-41097,**** The Windows Address Book Service (WAB) in Windows Server 2008 through Windows 11 and Windows Server 2012 R2 through Windows Server 2022 is vulnerable to elevation of privilege.,**** CWE-269: Improper Privilege Management,**** https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41097
** CVE-2023-21784,**** Microsoft Office for Mac is vulnerable to undisclosed remote code execution.,**** N/A,**** https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-21784
** CVE-2023-21777,**** Microsoft Outlook for Mac is vulnerable to undisclosed information disclosure.,**** N/A,**** https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-21777
**	CVE-2024-38021,"****	This vulnerability is a remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged in an authentication bypass or ""pass the hash"" attack.",****	CWE-807: Reliance on Untrusted Inputs in a Security Decision,****	https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38021
**	CVE-2024-38080,****	This vulnerability is a privilege escalation flaw in Windows Hyper-V that affects Windows 11 and Windows Server 2022. It allows an attacker to elevate their account privileges on a Windows machine.,****	CWE-270: Improper Privilege Management,****	https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38080
**	CVE-2024-38112,"****	This vulnerability is a weakness in MSHTML, the proprietary engine used by Microsoft's Internet Explorer web browser. It could allow an attacker to gain elevated privileges by attacking a vulnerable system, potentially involving multiple steps or modifications to the target host.",****	CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),****	https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38112
**	CVE-2024-38053,"****	This vulnerability is a local network ""ping-of-death"" flaw in Windows Layer Two Bridge Network. It could allow an attacker to cause a denial of service on a vulnerable Windows host by sending a specially crafted data packet over a local network.",****	CWE-693: Uncontrolled Resource Consumption ('Resource Exhaustion'),****	https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38053
** CVE-2024-38080,"**** This vulnerability allows an attacker to increase their account privileges on a Windows machine. Although Microsoft says this flaw is being exploited, it has offered scant details about its exploitation.",**** N/A,****
** CVE-2024-38112,"**** This vulnerability is a weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an ""attack chain"" of exploits or programmatic changes on the target host.",**** N/A,****
** CVE-2024-38021,"**** This vulnerability is a remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack, which lets an attacker masquerade as a legitimate user without ever having to log in.",**** N/A,****
** CVE-2024-38053,"**** This vulnerability is a security weakness in Windows Layer Two Bridge Network. It is another local network ""ping-of-death"" vulnerability that should be a priority for road warriors to patch.",**** N/A,****
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Successful exploitation of this vulnerability requires an attacker to take additional actions prior to exploitation to prepare the target environment.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
** CVE-2024-38053,**** A security weakness in Windows Layer Two Bridge Network. This is another local network “ping-of-death” vulnerability that should be a priority for road warriors to patch.,**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2024-38080,**** A bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an “attack chain” of exploits or programmatic changes on the target host.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
** CVE-2024-38053,**** A security weakness in Windows Layer Two Bridge Network that is another local network “ping-of-death” vulnerability.,**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2023-21715,****,**** CWE-406: Unrestricted File Upload,****
** CVE-2023-21716,****,**** CWE-406: Unrestricted File Upload,****
** CVE-2023-21717,****,**** CWE-406: Unrestricted File Upload,****
** CVE-2024-38053,****,**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component affects Windows 11 and Windows Server 2022 systems. It allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A vulnerability in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser, allows exploitation through an attack chain. Successful exploitation requires the attacker to take additional actions prior to exploitation to prepare the target environment.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
